Code_Destination,Pays_Destination,Code_Origine,Pays_Origine,Annee,Montant_Bourses_MUSD,Nombre_Etudiants_Africains
GBR,Royaume-Uni,GAB,Gabon,2017,0.1478,29900.0
GBR,Royaume-Uni,GAB,Gabon,2018,0.097344,27741.0
GBR,Royaume-Uni,GAB,Gabon,2019,0.132612,29302.0
GBR,Royaume-Uni,GNQ,Guinée équatoriale,2021,0.173164,43123.0
GBR,Royaume-Uni,GNQ,Guinée équatoriale,2022,0.197276,68047.0
GBR,Royaume-Uni,GNQ,Guinée équatoriale,2023,0.028405,96965.0
GBR,Royaume-Uni,GNQ,Guinée équatoriale,2024,0.334978,63432.5
GBR,Royaume-Uni,MAR,Maroc,2017,10.13896,29900.0
GBR,Royaume-Uni,MAR,Maroc,2018,9.60735,27741.0
GBR,Royaume-Uni,MAR,Maroc,2019,16.631875,29302.0
GBR,Royaume-Uni,MAR,Maroc,2020,14.049477,33157.0
GBR,Royaume-Uni,MAR,Maroc,2021,12.363282000000002,43123.0
GBR,Royaume-Uni,MAR,Maroc,2022,4.788279,68047.0
GBR,Royaume-Uni,MAR,Maroc,2023,2.840858,96965.0
GBR,Royaume-Uni,MAR,Maroc,2024,2.029563,63432.5
GBR,Royaume-Uni,NER,Niger,2017,0.232733,29900.0
GBR,Royaume-Uni,NER,Niger,2018,1.418868,27741.0
GBR,Royaume-Uni,NER,Niger,2019,1.560175,29302.0
GBR,Royaume-Uni,NER,Niger,2020,1.025958,33157.0
GBR,Royaume-Uni,NER,Niger,2021,1.849651,43123.0
GBR,Royaume-Uni,NER,Niger,2022,0.524417,68047.0
GBR,Royaume-Uni,NER,Niger,2023,0.531644,96965.0
GBR,Royaume-Uni,NER,Niger,2024,0.171342,63432.5
GBR,Royaume-Uni,SEN,Sénégal,2017,3.2319459999999998,29900.0
GBR,Royaume-Uni,SEN,Sénégal,2018,2.057144,27741.0
GBR,Royaume-Uni,SEN,Sénégal,2019,4.643261,29302.0
GBR,Royaume-Uni,SEN,Sénégal,2020,4.614733,33157.0
GBR,Royaume-Uni,SEN,Sénégal,2021,5.310773,43123.0
GBR,Royaume-Uni,SEN,Sénégal,2022,2.254219,68047.0
GBR,Royaume-Uni,SEN,Sénégal,2023,1.816607,96965.0
GBR,Royaume-Uni,SEN,Sénégal,2024,2.412093,63432.5
GBR,Royaume-Uni,TCD,Tchad,2017,0.139144,29900.0
GBR,Royaume-Uni,TCD,Tchad,2018,0.09704,27741.0
GBR,Royaume-Uni,TCD,Tchad,2019,3.046009,29302.0
GBR,Royaume-Uni,TCD,Tchad,2020,6.4181930000000005,33157.0
GBR,Royaume-Uni,TCD,Tchad,2021,2.1127629999999997,43123.0
GBR,Royaume-Uni,TCD,Tchad,2022,0.431159,68047.0
GBR,Royaume-Uni,TCD,Tchad,2023,3.85287,96965.0
GBR,Royaume-Uni,TCD,Tchad,2024,59.07517,63133.5
GBR,Royaume-Uni,TGO,Togo,2019,0.007288,29302.0
GBR,Royaume-Uni,TGO,Togo,2022,0.016895,68047.0
GBR,Royaume-Uni,TGO,Togo,2023,0.003972,96965.0
GBR,Royaume-Uni,TGO,Togo,2024,0.129552,63432.5
GBR,Royaume-Uni,TUN,Tunisie,2017,17.629952000000003,29900.0
GBR,Royaume-Uni,TUN,Tunisie,2018,20.034981,27741.0
GBR,Royaume-Uni,TUN,Tunisie,2019,28.344425,29302.0
GBR,Royaume-Uni,TUN,Tunisie,2020,23.332636,33157.0
GBR,Royaume-Uni,TUN,Tunisie,2021,16.993143,43123.0
GBR,Royaume-Uni,TUN,Tunisie,2022,8.730205,68047.0
GBR,Royaume-Uni,TUN,Tunisie,2023,4.912881,96965.0
GBR,Royaume-Uni,TUN,Tunisie,2024,5.493927,96965.0
ITA,Italie,BEN,Bénin,2017,9.205617,11924.0
ITA,Italie,BEN,Bénin,2018,3.900238,13748.0
ITA,Italie,BEN,Bénin,2019,7.052453,4843.0
ITA,Italie,BEN,Bénin,2020,7.852164,4996.0
ITA,Italie,BEN,Bénin,2021,9.195107,10149.0
ITA,Italie,BEN,Bénin,2022,6.014236,11880.0
ITA,Italie,BEN,Bénin,2023,3.1113030000000004,14082.0
ITA,Italie,BEN,Bénin,2024,3.408359,13003.0
ITA,Italie,BFA,Burkina Faso,2017,12.972621,11924.0
ITA,Italie,BFA,Burkina Faso,2018,16.120566,13748.0
ITA,Italie,BFA,Burkina Faso,2019,20.272601,4843.0
ITA,Italie,BFA,Burkina Faso,2020,14.629395,4996.0
ITA,Italie,BFA,Burkina Faso,2021,21.170298000000003,10149.0
ITA,Italie,BFA,Burkina Faso,2022,28.799047,11880.0
ITA,Italie,BFA,Burkina Faso,2023,13.807537,14082.0
ITA,Italie,BFA,Burkina Faso,2024,18.118794,13003.0
ITA,Italie,CIV,Côte d’Ivoire,2017,6.564459,11924.0
ITA,Italie,CIV,Côte d’Ivoire,2018,7.414361,13748.0
ITA,Italie,CIV,Côte d’Ivoire,2019,4.404008999999999,4843.0
ITA,Italie,CIV,Côte d’Ivoire,2020,5.362156,4996.0
ITA,Italie,CIV,Côte d’Ivoire,2021,6.620759,10149.0
ITA,Italie,CIV,Côte d’Ivoire,2022,4.089262,11880.0
ITA,Italie,CIV,Côte d’Ivoire,2023,3.9661999999999997,14082.0
ITA,Italie,CIV,Côte d’Ivoire,2024,3.6839660000000003,13003.0
ITA,Italie,CMR,Cameroun,2017,4.797059,11924.0
ITA,Italie,CMR,Cameroun,2018,6.559565,13748.0
ITA,Italie,CMR,Cameroun,2019,22.14809,4843.0
ITA,Italie,CMR,Cameroun,2020,21.499734999999998,4996.0
ITA,Italie,CMR,Cameroun,2021,19.273093,10149.0
ITA,Italie,CMR,Cameroun,2022,20.296681,11880.0
ITA,Italie,CMR,Cameroun,2023,20.721692,14082.0
ITA,Italie,CMR,Cameroun,2024,25.668872,13003.0
ITA,Italie,COG,Congo,2017,1.133457,11924.0
ITA,Italie,COG,Congo,2018,0.9978090000000001,13748.0
ITA,Italie,COG,Congo,2019,0.732349,4843.0
ITA,Italie,COG,Congo,2020,0.14498,4996.0
ITA,Italie,COG,Congo,2021,1.328033,10149.0
ITA,Italie,COG,Congo,2022,0.683033,11880.0
ITA,Italie,COG,Congo,2023,1.792837,14082.0
ITA,Italie,COG,Congo,2024,1.146923,13003.0
ITA,Italie,GAB,Gabon,2017,0.016309999999999998,11924.0
ITA,Italie,GAB,Gabon,2018,0.525874,13748.0
ITA,Italie,GAB,Gabon,2019,1.322382,4843.0
ITA,Italie,GAB,Gabon,2020,0.7187779999999999,4996.0
ITA,Italie,GAB,Gabon,2021,0.480004,10149.0
ITA,Italie,GAB,Gabon,2022,0.383968,11880.0
ITA,Italie,GAB,Gabon,2023,0.250545,14082.0
ITA,Italie,GAB,Gabon,2024,0.7098800000000001,13003.0
ITA,Italie,GNQ,Guinée équatoriale,2017,0.042296,11924.0
ITA,Italie,GNQ,Guinée équatoriale,2019,0.010096,4843.0
ITA,Italie,MAR,Maroc,2017,4.072222,11924.0
ITA,Italie,MAR,Maroc,2018,3.734539,13748.0
ITA,Italie,MAR,Maroc,2019,11.363333999999998,4843.0
ITA,Italie,MAR,Maroc,2020,5.650563,4996.0
ITA,Italie,MAR,Maroc,2021,4.490054,10149.0
ITA,Italie,MAR,Maroc,2022,6.448668,11880.0
ITA,Italie,MAR,Maroc,2023,7.283078,14082.0
ITA,Italie,MAR,Maroc,2024,6.585726,13003.0
ITA,Italie,NER,Niger,2017,90.04044999999999,11924.0
ITA,Italie,NER,Niger,2018,25.351468,13748.0
ITA,Italie,NER,Niger,2019,13.296337000000001,4843.0
ITA,Italie,NER,Niger,2020,22.201897999999996,4996.0
ITA,Italie,NER,Niger,2021,24.435689,10149.0
ITA,Italie,NER,Niger,2022,27.241868,11880.0
ITA,Italie,NER,Niger,2023,17.072995,14082.0
ITA,Italie,NER,Niger,2024,15.678533999999999,13003.0
ITA,Italie,SEN,Sénégal,2017,30.348128000000003,11924.0
ITA,Italie,SEN,Sénégal,2018,20.121176000000002,13748.0
ITA,Italie,SEN,Sénégal,2019,22.355549999999997,4843.0
ITA,Italie,SEN,Sénégal,2020,32.910835,4996.0
ITA,Italie,SEN,Sénégal,2021,42.762116,10149.0
ITA,Italie,SEN,Sénégal,2022,13.120593999999999,11880.0
ITA,Italie,SEN,Sénégal,2023,28.548795,14082.0
ITA,Italie,SEN,Sénégal,2024,26.805008,13003.0
ITA,Italie,TCD,Tchad,2017,14.787471,11924.0
ITA,Italie,TCD,Tchad,2018,4.528545,13748.0
ITA,Italie,TCD,Tchad,2019,3.3689329999999997,4843.0
ITA,Italie,TCD,Tchad,2020,2.423915,4996.0
ITA,Italie,TCD,Tchad,2021,5.978612,10149.0
ITA,Italie,TCD,Tchad,2022,3.498061,11880.0
ITA,Italie,TCD,Tchad,2023,3.0447230000000003,14082.0
ITA,Italie,TCD,Tchad,2024,3.4608429999999997,13003.0
ITA,Italie,TGO,Togo,2017,2.0520560000000003,11924.0
ITA,Italie,TGO,Togo,2018,1.405477,13748.0
ITA,Italie,TGO,Togo,2019,4.1017969999999995,4843.0
ITA,Italie,TGO,Togo,2020,4.320342,4996.0
ITA,Italie,TGO,Togo,2021,3.166375,10149.0
ITA,Italie,TGO,Togo,2022,1.76481,11880.0
ITA,Italie,TGO,Togo,2023,1.9942170000000001,14082.0
ITA,Italie,TGO,Togo,2024,2.202173,13003.0
ITA,Italie,TUN,Tunisie,2017,59.353209,11924.0
ITA,Italie,TUN,Tunisie,2018,31.282726,13748.0
ITA,Italie,TUN,Tunisie,2019,56.965943,4843.0
ITA,Italie,TUN,Tunisie,2020,102.05806700000001,4996.0
ITA,Italie,TUN,Tunisie,2021,65.99330599999999,10149.0
ITA,Italie,TUN,Tunisie,2022,55.851788,11880.0
ITA,Italie,TUN,Tunisie,2023,46.80054,14082.0
ITA,Italie,TUN,Tunisie,2024,108.536948,14082.0
JPN,Japon,BEN,Bénin,2017,17.945333,1824.0
JPN,Japon,BEN,Bénin,2018,12.992531,2074.0
JPN,Japon,BEN,Bénin,2019,9.359858,2190.0
JPN,Japon,BEN,Bénin,2020,19.851317,2138.0
JPN,Japon,BEN,Bénin,2021,10.098745000000001,1997.0
JPN,Japon,BEN,Bénin,2022,6.109552000000001,1958.0
JPN,Japon,BEN,Bénin,2023,7.14282,2237.0
JPN,Japon,BEN,Bénin,2024,14.441284999999999,2030.5
JPN,Japon,BFA,Burkina Faso,2017,18.839484,1824.0
JPN,Japon,BFA,Burkina Faso,2018,15.435527,2074.0
JPN,Japon,BFA,Burkina Faso,2019,24.949483,2190.0
JPN,Japon,BFA,Burkina Faso,2020,43.285419999999995,2138.0
JPN,Japon,BFA,Burkina Faso,2021,62.266544,1997.0
JPN,Japon,BFA,Burkina Faso,2022,37.844785,1958.0
JPN,Japon,BFA,Burkina Faso,2023,21.583053000000003,2237.0
JPN,Japon,BFA,Burkina Faso,2024,18.601881000000002,2030.5
JPN,Japon,CIV,Côte d’Ivoire,2017,32.02207,1824.0
JPN,Japon,CIV,Côte d’Ivoire,2018,20.458404,2074.0
JPN,Japon,CIV,Côte d’Ivoire,2019,41.938722000000006,2190.0
JPN,Japon,CIV,Côte d’Ivoire,2020,49.819578,2138.0
JPN,Japon,CIV,Côte d’Ivoire,2021,27.19442,1997.0
JPN,Japon,CIV,Côte d’Ivoire,2022,131.653973,1958.0
JPN,Japon,CIV,Côte d’Ivoire,2023,123.136849,2237.0
JPN,Japon,CIV,Côte d’Ivoire,2024,90.827829,2030.5
JPN,Japon,CMR,Cameroun,2017,25.030095,1824.0
JPN,Japon,CMR,Cameroun,2018,18.836370000000002,2074.0
JPN,Japon,CMR,Cameroun,2019,28.263168,2190.0
JPN,Japon,CMR,Cameroun,2020,19.831606,2138.0
JPN,Japon,CMR,Cameroun,2021,27.205979,1997.0
JPN,Japon,CMR,Cameroun,2022,24.517066,1958.0
JPN,Japon,CMR,Cameroun,2023,26.316305999999997,2237.0
JPN,Japon,CMR,Cameroun,2024,25.155214,2030.5
JPN,Japon,COG,Congo,2017,2.648,1824.0
JPN,Japon,COG,Congo,2018,2.421163,2074.0
JPN,Japon,COG,Congo,2019,2.6207670000000003,2190.0
JPN,Japon,COG,Congo,2020,3.237813,2138.0
JPN,Japon,COG,Congo,2021,6.980399,1997.0
JPN,Japon,COG,Congo,2022,4.611186999999999,1958.0
JPN,Japon,COG,Congo,2023,2.965421,2237.0
JPN,Japon,COG,Congo,2024,4.026579,2030.5
JPN,Japon,GAB,Gabon,2017,3.7851250000000003,1824.0
JPN,Japon,GAB,Gabon,2018,4.058194,2074.0
JPN,Japon,GAB,Gabon,2019,5.000488,2190.0
JPN,Japon,GAB,Gabon,2020,2.151904,2138.0
JPN,Japon,GAB,Gabon,2021,5.277639,1997.0
JPN,Japon,GAB,Gabon,2022,3.793942,1958.0
JPN,Japon,GAB,Gabon,2023,2.4573840000000002,2237.0
JPN,Japon,GAB,Gabon,2024,4.472454,2030.5
JPN,Japon,GNQ,Guinée équatoriale,2017,0.270016,1824.0
JPN,Japon,GNQ,Guinée équatoriale,2018,0.31696399999999997,2074.0
JPN,Japon,GNQ,Guinée équatoriale,2019,0.148165,2190.0
JPN,Japon,GNQ,Guinée équatoriale,2020,0.08652399999999999,2138.0
JPN,Japon,GNQ,Guinée équatoriale,2021,0.092791,1997.0
JPN,Japon,GNQ,Guinée équatoriale,2022,0.723417,1958.0
JPN,Japon,GNQ,Guinée équatoriale,2024,0.115714,1891.0
JPN,Japon,MAR,Maroc,2017,134.215965,1824.0
JPN,Japon,MAR,Maroc,2018,79.40912399999999,2074.0
JPN,Japon,MAR,Maroc,2019,27.838652,2190.0
JPN,Japon,MAR,Maroc,2020,49.847699,2138.0
JPN,Japon,MAR,Maroc,2021,183.463183,1997.0
JPN,Japon,MAR,Maroc,2022,214.107819,1958.0
JPN,Japon,MAR,Maroc,2023,94.86352099999999,2237.0
JPN,Japon,MAR,Maroc,2024,197.939133,2030.5
JPN,Japon,NER,Niger,2017,12.944308999999999,1824.0
JPN,Japon,NER,Niger,2018,12.199849,2074.0
JPN,Japon,NER,Niger,2019,13.876827,2190.0
JPN,Japon,NER,Niger,2020,9.441754,2138.0
JPN,Japon,NER,Niger,2021,22.170517,1997.0
JPN,Japon,NER,Niger,2022,13.083033,1958.0
JPN,Japon,NER,Niger,2023,27.162741,2237.0
JPN,Japon,NER,Niger,2024,7.047829,2030.5
JPN,Japon,SEN,Sénégal,2017,90.748902,1824.0
JPN,Japon,SEN,Sénégal,2018,24.309614,2074.0
JPN,Japon,SEN,Sénégal,2019,25.592523,2190.0
JPN,Japon,SEN,Sénégal,2020,31.887285,2138.0
JPN,Japon,SEN,Sénégal,2021,35.169922,1997.0
JPN,Japon,SEN,Sénégal,2022,90.015625,1958.0
JPN,Japon,SEN,Sénégal,2023,114.100539,2237.0
JPN,Japon,SEN,Sénégal,2024,144.681892,2030.5
JPN,Japon,TCD,Tchad,2017,9.750682000000001,1824.0
JPN,Japon,TCD,Tchad,2018,4.535818000000001,2074.0
JPN,Japon,TCD,Tchad,2019,4.561297000000001,2190.0
JPN,Japon,TCD,Tchad,2020,5.809615,2138.0
JPN,Japon,TCD,Tchad,2021,7.411206000000001,1997.0
JPN,Japon,TCD,Tchad,2022,12.292644,1958.0
JPN,Japon,TCD,Tchad,2023,15.210219,2237.0
JPN,Japon,TCD,Tchad,2024,4.082786,2030.5
JPN,Japon,TGO,Togo,2017,13.673383,1824.0
JPN,Japon,TGO,Togo,2018,21.909274999999997,2074.0
JPN,Japon,TGO,Togo,2019,14.568263,2190.0
JPN,Japon,TGO,Togo,2020,4.535169,2138.0
JPN,Japon,TGO,Togo,2021,3.4056789999999997,1997.0
JPN,Japon,TGO,Togo,2022,5.730576,1958.0
JPN,Japon,TGO,Togo,2023,15.01743,2237.0
JPN,Japon,TGO,Togo,2024,14.254811,2030.5
JPN,Japon,TUN,Tunisie,2017,94.99586400000001,1824.0
JPN,Japon,TUN,Tunisie,2018,135.16486899999998,2074.0
JPN,Japon,TUN,Tunisie,2019,140.599822,2190.0
JPN,Japon,TUN,Tunisie,2020,45.381505,2138.0
JPN,Japon,TUN,Tunisie,2021,67.81994499999999,1997.0
JPN,Japon,TUN,Tunisie,2022,64.44569,1958.0
JPN,Japon,TUN,Tunisie,2023,200.307397,2237.0
JPN,Japon,TUN,Tunisie,2024,139.969324,2237.0
LUX,Luxembourg,BEN,Bénin,2017,1.185786,180.0
LUX,Luxembourg,BEN,Bénin,2018,1.896268,226.0
LUX,Luxembourg,BEN,Bénin,2019,1.753757,226.0
LUX,Luxembourg,BEN,Bénin,2020,1.485886,272.0
LUX,Luxembourg,BEN,Bénin,2021,2.2469140000000003,315.0
LUX,Luxembourg,BEN,Bénin,2022,15.521968,315.0
LUX,Luxembourg,BEN,Bénin,2023,18.712541,404.0
LUX,Luxembourg,BEN,Bénin,2024,18.671094,462.0
LUX,Luxembourg,BFA,Burkina Faso,2017,34.654376,180.0
LUX,Luxembourg,BFA,Burkina Faso,2018,35.728549,226.0
LUX,Luxembourg,BFA,Burkina Faso,2019,43.189893,226.0
LUX,Luxembourg,BFA,Burkina Faso,2020,45.551675,272.0
LUX,Luxembourg,BFA,Burkina Faso,2021,50.920412999999996,315.0
LUX,Luxembourg,BFA,Burkina Faso,2022,35.836211,315.0
LUX,Luxembourg,BFA,Burkina Faso,2023,45.36217,404.0
LUX,Luxembourg,BFA,Burkina Faso,2024,35.015755999999996,462.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2017,0.177892,180.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2018,0.187589,226.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2019,0.24711,226.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2020,0.274998,272.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2021,0.193077,315.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2022,0.22524,315.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2023,0.573951,404.0
LUX,Luxembourg,CIV,Côte d’Ivoire,2024,0.462049,462.0
LUX,Luxembourg,CMR,Cameroun,2017,0.6377,180.0
LUX,Luxembourg,CMR,Cameroun,2018,0.503259,226.0
LUX,Luxembourg,CMR,Cameroun,2019,0.932369,226.0
LUX,Luxembourg,CMR,Cameroun,2020,0.841506,272.0
LUX,Luxembourg,CMR,Cameroun,2021,0.377468,315.0
LUX,Luxembourg,CMR,Cameroun,2022,0.249104,315.0
LUX,Luxembourg,CMR,Cameroun,2023,0.56688,404.0
LUX,Luxembourg,CMR,Cameroun,2024,0.707431,462.0
LUX,Luxembourg,COG,Congo,2017,0.183606,180.0
LUX,Luxembourg,COG,Congo,2024,0.121156,462.0
LUX,Luxembourg,GNQ,Guinée équatoriale,2019,0.004808,226.0
LUX,Luxembourg,MAR,Maroc,2017,0.200596,180.0
LUX,Luxembourg,MAR,Maroc,2018,0.125452,226.0
LUX,Luxembourg,MAR,Maroc,2019,0.096602,226.0
LUX,Luxembourg,MAR,Maroc,2023,0.014582,404.0
LUX,Luxembourg,NER,Niger,2017,48.98748500000001,180.0
LUX,Luxembourg,NER,Niger,2018,63.418771,226.0
LUX,Luxembourg,NER,Niger,2019,64.71781200000001,226.0
LUX,Luxembourg,NER,Niger,2020,45.696219,272.0
LUX,Luxembourg,NER,Niger,2021,46.60983,315.0
LUX,Luxembourg,NER,Niger,2022,50.969657999999995,315.0
LUX,Luxembourg,NER,Niger,2023,28.664998,404.0
LUX,Luxembourg,NER,Niger,2024,11.873684,462.0
LUX,Luxembourg,SEN,Sénégal,2017,27.170334,180.0
LUX,Luxembourg,SEN,Sénégal,2018,31.634022,226.0
LUX,Luxembourg,SEN,Sénégal,2019,37.32979,226.0
LUX,Luxembourg,SEN,Sénégal,2020,21.741082,272.0
LUX,Luxembourg,SEN,Sénégal,2021,41.491383,315.0
LUX,Luxembourg,SEN,Sénégal,2022,33.596092999999996,315.0
LUX,Luxembourg,SEN,Sénégal,2023,28.088912999999998,404.0
LUX,Luxembourg,SEN,Sénégal,2024,34.940787,462.0
LUX,Luxembourg,TCD,Tchad,2018,0.580732,226.0
LUX,Luxembourg,TCD,Tchad,2019,0.882814,226.0
LUX,Luxembourg,TCD,Tchad,2020,0.338398,272.0
LUX,Luxembourg,TCD,Tchad,2021,1.060094,315.0
LUX,Luxembourg,TCD,Tchad,2022,0.625156,315.0
LUX,Luxembourg,TCD,Tchad,2023,1.628886,404.0
LUX,Luxembourg,TCD,Tchad,2024,1.057048,462.0
LUX,Luxembourg,TGO,Togo,2017,1.38939,180.0
LUX,Luxembourg,TGO,Togo,2018,1.117428,226.0
LUX,Luxembourg,TGO,Togo,2019,1.209992,226.0
LUX,Luxembourg,TGO,Togo,2020,0.986999,272.0
LUX,Luxembourg,TGO,Togo,2021,1.646816,315.0
LUX,Luxembourg,TGO,Togo,2022,1.514067,315.0
LUX,Luxembourg,TGO,Togo,2023,1.738274,404.0
LUX,Luxembourg,TGO,Togo,2024,4.716226,462.0
LUX,Luxembourg,TUN,Tunisie,2017,1.417738,180.0
LUX,Luxembourg,TUN,Tunisie,2018,1.179087,226.0
LUX,Luxembourg,TUN,Tunisie,2019,1.335996,226.0
LUX,Luxembourg,TUN,Tunisie,2020,0.32191,272.0
LUX,Luxembourg,TUN,Tunisie,2021,0.385718,315.0
LUX,Luxembourg,TUN,Tunisie,2022,0.51701,315.0
LUX,Luxembourg,TUN,Tunisie,2023,0.595322,404.0
LUX,Luxembourg,TUN,Tunisie,2024,0.495055,462.0
USA,États-Unis,BEN,Bénin,2017,167.11468699999998,46012.703125
USA,États-Unis,BEN,Bénin,2018,81.585159,47689.12109375
USA,États-Unis,BEN,Bénin,2019,129.619901,47981.9765625
USA,États-Unis,BEN,Bénin,2020,121.863213,48274.83203125
USA,États-Unis,BEN,Bénin,2021,202.84331200000003,45044.671875
USA,États-Unis,BEN,Bénin,2022,133.629334,50226.0078125
USA,États-Unis,BEN,Bénin,2023,161.963826,55407.34375
USA,États-Unis,BEN,Bénin,2024,91.71508399999999,50710.0234375
USA,États-Unis,BFA,Burkina Faso,2017,105.764706,46012.703125
USA,États-Unis,BFA,Burkina Faso,2018,91.899028,47689.12109375
USA,États-Unis,BFA,Burkina Faso,2019,130.360099,47981.9765625
USA,États-Unis,BFA,Burkina Faso,2020,150.913217,48274.83203125
USA,États-Unis,BFA,Burkina Faso,2021,219.27717900000002,45044.671875
USA,États-Unis,BFA,Burkina Faso,2022,225.993032,50226.0078125
USA,États-Unis,BFA,Burkina Faso,2023,189.505607,55407.34375
USA,États-Unis,BFA,Burkina Faso,2024,275.794694,50710.0234375
USA,États-Unis,CIV,Côte d’Ivoire,2017,210.921077,46012.703125
USA,États-Unis,CIV,Côte d’Ivoire,2018,242.64692499999998,47689.12109375
USA,États-Unis,CIV,Côte d’Ivoire,2019,94.04050099999999,47981.9765625
USA,États-Unis,CIV,Côte d’Ivoire,2020,246.320631,48274.83203125
USA,États-Unis,CIV,Côte d’Ivoire,2021,239.734002,45044.671875
USA,États-Unis,CIV,Côte d’Ivoire,2022,228.193788,50226.0078125
USA,États-Unis,CIV,Côte d’Ivoire,2023,324.54864599999996,55407.34375
USA,États-Unis,CIV,Côte d’Ivoire,2024,369.15185,50710.0234375
USA,États-Unis,CMR,Cameroun,2017,118.771719,46012.703125
USA,États-Unis,CMR,Cameroun,2018,149.055703,47689.12109375
USA,États-Unis,CMR,Cameroun,2019,116.724925,47981.9765625
USA,États-Unis,CMR,Cameroun,2020,249.275163,48274.83203125
USA,États-Unis,CMR,Cameroun,2021,171.251507,45044.671875
USA,États-Unis,CMR,Cameroun,2022,185.916157,50226.0078125
USA,États-Unis,CMR,Cameroun,2023,175.629245,55407.34375
USA,États-Unis,CMR,Cameroun,2024,182.604411,50710.0234375
USA,États-Unis,COG,Congo,2017,3.049405,46012.703125
USA,États-Unis,COG,Congo,2018,20.423161,47689.12109375
USA,États-Unis,COG,Congo,2019,13.877427,47981.9765625
USA,États-Unis,COG,Congo,2020,30.101273,48274.83203125
USA,États-Unis,COG,Congo,2021,27.692936000000003,45044.671875
USA,États-Unis,COG,Congo,2022,20.667492,50226.0078125
USA,États-Unis,COG,Congo,2023,22.061823,55407.34375
USA,États-Unis,COG,Congo,2024,18.374098,50710.0234375
USA,États-Unis,GAB,Gabon,2017,6.63149,46012.703125
USA,États-Unis,GAB,Gabon,2018,2.730318,47689.12109375
USA,États-Unis,GAB,Gabon,2019,0.373636,47981.9765625
USA,États-Unis,GAB,Gabon,2020,1.547831,48274.83203125
USA,États-Unis,GAB,Gabon,2021,2.7642,45044.671875
USA,États-Unis,GAB,Gabon,2022,0.528984,50226.0078125
USA,États-Unis,GAB,Gabon,2023,2.228292,55407.34375
USA,États-Unis,GAB,Gabon,2024,1.739827,50710.0234375
USA,États-Unis,GNQ,Guinée équatoriale,2017,2.785805,46012.703125
USA,États-Unis,GNQ,Guinée équatoriale,2018,1.495632,47689.12109375
USA,États-Unis,GNQ,Guinée équatoriale,2019,0.585043,47981.9765625
USA,États-Unis,GNQ,Guinée équatoriale,2020,0.15414,48274.83203125
USA,États-Unis,GNQ,Guinée équatoriale,2021,0.405086,45044.671875
USA,États-Unis,GNQ,Guinée équatoriale,2022,0.554034,50226.0078125
USA,États-Unis,GNQ,Guinée équatoriale,2023,0.117855,55407.34375
USA,États-Unis,GNQ,Guinée équatoriale,2024,1.464478,50710.0234375
USA,États-Unis,MAR,Maroc,2017,84.075986,46012.703125
USA,États-Unis,MAR,Maroc,2018,96.648193,47689.12109375
USA,États-Unis,MAR,Maroc,2019,102.200404,47981.9765625
USA,États-Unis,MAR,Maroc,2020,135.94843400000002,48274.83203125
USA,États-Unis,MAR,Maroc,2021,317.661408,45044.671875
USA,États-Unis,MAR,Maroc,2022,257.63568399999997,50226.0078125
USA,États-Unis,MAR,Maroc,2023,188.166582,55407.34375
USA,États-Unis,MAR,Maroc,2024,57.789506,50710.0234375
USA,États-Unis,NER,Niger,2017,99.401833,46012.703125
USA,États-Unis,NER,Niger,2018,197.725058,47689.12109375
USA,États-Unis,NER,Niger,2019,194.280891,47981.9765625
USA,États-Unis,NER,Niger,2020,252.95393,48274.83203125
USA,États-Unis,NER,Niger,2021,302.08712499999996,45044.671875
USA,États-Unis,NER,Niger,2022,254.50726799999998,50226.0078125
USA,États-Unis,NER,Niger,2023,326.691348,55407.34375
USA,États-Unis,NER,Niger,2024,293.17358299999995,50710.0234375
USA,États-Unis,SEN,Sénégal,2017,223.347939,46012.703125
USA,États-Unis,SEN,Sénégal,2018,246.166757,47689.12109375
USA,États-Unis,SEN,Sénégal,2019,255.36874300000002,47981.9765625
USA,États-Unis,SEN,Sénégal,2020,232.715779,48274.83203125
USA,États-Unis,SEN,Sénégal,2021,232.887796,45044.671875
USA,États-Unis,SEN,Sénégal,2022,182.88414,50226.0078125
USA,États-Unis,SEN,Sénégal,2023,287.27268200000003,55407.34375
USA,États-Unis,SEN,Sénégal,2024,380.783635,50710.0234375
USA,États-Unis,TCD,Tchad,2017,44.171874,46012.703125
USA,États-Unis,TCD,Tchad,2018,114.684717,47689.12109375
USA,États-Unis,TCD,Tchad,2019,79.08302,47981.9765625
USA,États-Unis,TCD,Tchad,2020,105.126371,48274.83203125
USA,États-Unis,TCD,Tchad,2021,127.498619,45044.671875
USA,États-Unis,TCD,Tchad,2022,70.90130500000001,50226.0078125
USA,États-Unis,TCD,Tchad,2023,76.402824,55407.34375
USA,États-Unis,TCD,Tchad,2024,183.308907,50710.0234375
USA,États-Unis,TGO,Togo,2017,7.519186,46012.703125
USA,États-Unis,TGO,Togo,2018,6.238321,47689.12109375
USA,États-Unis,TGO,Togo,2019,5.866820000000001,47981.9765625
